gogo 0
gogog2 165
right 20
gigi 10
gigi2 0
kilo 0
kkkkk -60
ffff 0
aaaa 0
llll 0
jjjj 0
 -30
 0
 0
gdfadf 0
gytu 0
hyju 0
jkau 10
hsgys 0
jhuk 0
kmil 0
kkjn 0
jnuk 0
hdgy 0
anah 10
jnkl 0
fvr 0
mxjj 0
hju 0
hsbsk 0
hgfy 0
jfjd 0
hjsu 0
sjsn 0
